date,press,headline
1938,April 11 2016, THE NEW YORK TIMES," ""Trans-Atlantic Data Deal, and Oil Prices at Stake"""
1939,April 11 2016, REUTERS," ""Globe Spoof Imagines President Trump"""
1940,April 11 2016, BILL VLASIC," ""G.M. Begins to Prevail in Lawsuits on Switches"""
1941,April 11 2016, JOHN KOBLIN," ""Fully Clothed and Barely Afraid"""
1942,April 11 2016,," ""Treasury Auctions Set for This Week"""
1943,April 11 2016, SONIA KOLESNIKOV-JESSOP," ""You're the Conductor: Listen to the Music You Can Create With the Group"""
1944,April 10 2016, MICHAEL BESCHLOSS," ""For Truman, the Buck Stopped at a Failed Business"""
1945,April 10 2016, KATIE THOMAS and GRETCHEN MORGENSON," ""What Went Wrong for ‘Female Viagra’"""
1946,April 10 2016, CONRAD DE AENLLE," ""Looking for Solid Footing"""
1947,April 10 2016, TIM GRAY," ""Taking Shelter in Old-School Dividend Payers"""
1948,April 10 2016, PAUL B. BROWN," ""Behind a Powerful Portfolio, a Successful Career"""
1949,April 10 2016, JOHN F. WASIK," ""Simple Solutions That Can Miss the Bull’s-Eye"""
1950,April 10 2016, CONRAD DE AENLLE," ""Warning Investors to Beware of the ‘Brexit’"""
1951,April 10 2016, CARLA FRIED," ""Junk Bonds Are Steadier Than You Might Think"""
1952,April 10 2016, JOHN SCHWARTZ," ""All the Better to Teach You With, My Dear"""
1953,April 10 2016, PAUL J. LIM," ""Looking for Signs of Life in Emerging Markets"""
1954,April 10 2016, NORM ALSTER," ""Where Nerves of Steel Make All the Difference"""
1955,April 12 2016, BARRY MEIER," ""Dershowitz and 2 Other Lawyers Settle Legal Fight"""
1956,April 12 2016, ANDREW ROSS SORKIN," ""For a Generalist, ‘Too Big to Fail’ Is Tricky to Judge"""
1957,April 12 2016, ANITA RAGHAVAN," ""A Bright Idea, Driven Hard"""
1958,April 12 2016, NOAM SCHEIBER," ""Two Unions Set Wednesday Strike Deadline for 36,000 Verizon Workers in the East"""
1959,April 12 2016, MARY WILLIAMS WALSH," ""Puerto Rico Aims to Appease Congress With a New Proposal on Its Debt"""
1960,April 12 2016, BARRY MEIER," ""Activists Push to Continue a Libel Suit"""
1961,April 12 2016, NEAL E. BOUDETTE," ""Tesla Recall Is Ordered for S.U.V.s"""
1962,April 12 2016, LES NEUHAUS," ""Judge Orders Release of Gawker-Hulk Hogan Trial Documents"""
1963,April 12 2016, RAPHAEL MINDER," ""A Former Banker in Spain Is Arrested in a Fraud Case"""
1964,April 12 2016, ROBERT CYRAN," ""Canadian Pacific Demonstrates How Not to Pull Off a Merger"""
1965,April 12 2016, PETER J. HENNING," ""Panama Papers Show How Lawyers Can Turn a Blind Eye"""
1966,April 12 2016, NATHANIEL POPPER," ""Goldman’s Settlement on Mortgages Is Less Than Meets the Eye"""
1967,April 12 2016, LESLIE PICKER," ""Canadian Pacific Ends Bid for Norfolk Southern Deal"""
1968,April 12 2016, MATT KRUPNICK," ""Its Fans Wonder: Will Deal Spoil Virgin’s Verve?"""
1969,April 12 2016, STANLEY REED," ""Oil Freeze May Rest  on a Thaw in Tensions"""
1970,April 12 2016, THE ASSOCIATED PRESS," ""Modest Loss for Market at Outset of Earnings Season"""
1971,April 12 2016, MICHAEL M. GRYNBAUM," ""Trump and New York’s Tabloids Dance Again"""
1972,April 12 2016, REUTERS," ""Tata Steel Sells Part of British Business to Investment Firm"""
1973,April 12 2016, CHAD BRAY," ""Daily Mail Considering Bid for Yahoo Assets"""
1974,April 12 2016, RAPHAEL MINDER," ""CaixaBank Set to Take Over Portugal’s BPI After Shareholder Drops Opposition"""
1975,April 13 2016, MICHAEL M. GRYNBAUM and JIM RUTENBERG," ""A Trump-Kelly Sit-Down  Yields a Tentative Truce"""
1976,April 13 2016, REUTERS," ""Record Number of UK Energy Users Switch to Small Suppliers"""
1977,April 13 2016, REUTERS," ""Tesco CEO Defends New 'Fictional Farm' Product Ranges"""
1978,April 13 2016, ANDREW POLLACK," ""Planting of Genetically Modified Crops Declined in 2015"""
1979,April 13 2016, ANDREW POLLACK," ""Facebook and Napster Pioneer to Push Innovation in Cancer Treatment"""
1980,April 13 2016, MARY WILLIAMS WALSH," ""Bill to Ease Puerto Rico Through $72 Billion Debt Crisis Introduced in House"""
1981,April 13 2016, JACKIE CALMES," ""Lower Growth Prospects Cloud World Finance Chiefs’ Forum"""
1982,April 13 2016, JULIE CRESWELL," ""J. Thomas Rosch, 76, Antitrust Switch-Hitter"""
1983,April 13 2016, NEAL E. BOUDETTE," ""Ford’s Planned New Headquarters Borrow Some Silicon Valley Sheen"""
1984,April 13 2016, THE ASSOCIATED PRESS," ""U.S. Deficit Doubled in March in Largest Shortfall in 4 Years"""
1985,April 13 2016, REUTERS," ""Prices of Imports Eke Out First Increase Since June"""
1986,April 13 2016, THE ASSOCIATED PRESS," ""Ortho to Phase Out Chemicals Blamed for Decline in Bees"""
1987,April 13 2016, MICHAEL CIEPLY and BROOKS BARNES," ""Hollywood Discovers That It May Be Missing Out on Date Night"""
1988,April 13 2016, BEN SISARIO," ""‘We Shall Overcome’ Copyright Challenged"""
1989,April 13 2016, EMILY STEEL," ""Trial Still Possible as Deal Teeters in Redstone Suit"""
1990,April 13 2016, EDUARDO PORTER," ""Patents’ Rewards Are Also a Barrier"""
1991,April 13 2016, STEVEN DAVIDOFF SOLOMON," ""Rise of Giant Investors Raises Competition Questions"""
1992,April 13 2016, GERALDINE FABRIKANT," ""Yale Advances in Shaping a Climate-Minded Portfolio"""
1993,April 13 2016, THE NEW YORK TIMES," ""The Short, Turbulent Life of Al Jazeera America"""
1994,April 13 2016, ANTONY CURRIE," ""Goldman Should Expect Its Stock to Stay in a Rut"""
1995,April 14 2016, MICHAEL CIEPLY," ""Warren Beatty’s Howard Hughes Film Is Almost Here"""
1996,April 14 2016, MARY WILLIAMS WALSH," ""Treasury Official Urges Congress to Act Quickly on Puerto Rico"""
1997,April 14 2016, CHRISTOPHER JENSEN," ""Even Million-Dollar Cars Can Get the Recall Blues"""
1998,April 14 2016, CHRISTOPHER MELE," ""Journalist Gets 2 Years for Assistance to Hackers"""
1999,April 13 2016, MICHAEL M. GRYNBAUM and JIM RUTENBERG," ""A Trump-Kelly Sit-Down  Yields a Tentative Truce"""
2000,April 14 2016, HIROKO TABUCHI," ""Files Show That Takata Was Worried About Costs"""
2001,April 14 2016, REED ABELSON and ANDREW POLLACK," ""Theranos May Face Crippling Sanctions"""
2002,April 14 2016, ALEXANDRA STEVENSON," ""Argentina Now Poised to Repay Its Creditors"""
2003,April 14 2016, REUTERS," ""Retail Sales Fell Unexpectedly in March"""
2004,April 14 2016, GINA CHON," ""Wall St. Banks Told to Stand Alone, Without Overseas Help"""
2005,April 14 2016, MATTHEW GOLDSTEIN," ""A Wall Street Scion’s Fraud Case Could Be Settled, His Lawyer Says"""
2006,April 13 2016, REUTERS," ""Record Number of UK Energy Users Switch to Small Suppliers"""
2007,April 14 2016, EILENE ZIMMERMAN," ""Ride-Hailing Start-Ups Find Demand in ‘Uber for Children’ Niche"""
2008,April 14 2016, STEPHEN J. LUBBEN," ""Citigroup’s ‘Living Will’ Passes Muster but Offers Few Insights"""
2009,April 14 2016, THE ASSOCIATED PRESS," ""Bank Stocks Lead to Solid Market Gains"""
2010,April 14 2016, THE ASSOCIATED PRESS," ""VW Cuts Bonuses Amid Diesel Emissions Scandal"""
2011,April 14 2016, CHAD BRAY," ""Tracey McDermott to Leave Financial Conduct Authority in July"""
2012,April 14 2016, NATHANIEL POPPER," ""JPMorgan Chase Reports Lower Quarterly Profit"""
2013,April 14 2016, NATHANIEL POPPER and PETER EAVIS," ""5 Banks Are Still Too Big to Fail, Regulators Say"""
2014,April 13 2016, REUTERS," ""Tesco CEO Defends New 'Fictional Farm' Product Ranges"""
2015,April 15 2016, NEIL GOUGH," ""China’s First-Quarter Growth Rate Slows as Expected"""
2016,April 15 2016, WILLIAM GRIMES," ""Fred Hayman, Whose Giorgio Boutique Led Gilding of Rodeo Drive, Dies at 90"""
2017,April 15 2016, VINDU GOEL and MICHAEL J. de la MERCED," ""Yahoo’s Suitors Are in the Dark About Financial Details"""
2018,April 15 2016, SYDNEY EMBER," ""Col Allan, Longtime Editor, to Retire From The Post"""
2019,April 15 2016, JESSICA SILVER-GREENBERG and MICHAEL CORKERY," ""House Democrats Call for Curbs on Required Arbitration"""
2020,April 15 2016, WILLIAM D. COHAN," ""Bear Stearns Emails Show Its Financing Breaking Away"""
2021,April 15 2016, LESLIE PICKER," ""BATS Tries Another I.P.O. and Finds Strong Interest"""
2022,April 15 2016, EMILY STEEL and NOAH SMITH," ""Sumner Redstone Won’t Have to Give Deposition in Lawsuit"""
2023,April 15 2016, REUTERS," ""Thousands of ‘Underwater’ Home Borrowers to Get Relief"""
2024,April 15 2016, LESLIE PICKER," ""Winds From Washington Chill the Biggest Deals of Wall Street’s Making"""
2025,April 15 2016, KIMIKO DE FREYTAS-TAMURA," ""Reclaiming the Waters"""
2026,April 15 2016, JOHN KOBLIN," ""Morning Help Is Marshaled for CBS’s ‘Late Show’"""
2027,April 15 2016, REUTERS," ""Consumer Prices Rose in March, Just Barely"""
2028,April 15 2016, ROB COX," ""China’s Growing Ardor for Overseas Shopping"""
2029,April 15 2016, JAMES B. STEWART," ""The S.U.V. Arms Race Goes Upscale"""
2030,April 15 2016, STANLEY REED," ""BP Shareholders Vote Against Chief’s Pay Package"""
2031,April 15 2016, HIROKO TABUCHI and KARL RUSSELL," ""New Price Index Shows Online Is Often Cheaper"""
2032,April 15 2016, REUTERS," ""Unilever Posts Strong First Quarter, but Leaves Annual Target Unchanged"""
2033,April 15 2016, SYDNEY EMBER," ""New York Times Plans International Digital Expansion"""
2034,April 15 2016, THE ASSOCIATED PRESS," ""Banks and Airlines Rise as Most Shares Hardly Move"""
2035,April 16 2016, NICOLA CLARK," ""E.U. Prepares to Loosen Restrictions on Iranian Air Carriers"""
2036,April 16 2016, ERIC LICHTBLAU," ""Apple Again Resists Call  to Help in New York Case"""
2037,April 16 2016, LESLIE PICKER," ""J. D. Power to Be Sold"""
2038,April 16 2016, EMILY STEEL and SYDNEY EMBER," ""Redstone’s Total Pay From CBS Plummeted Last Year"""
2039,April 16 2016, BEN SISARIO and JOHN KOBLIN," ""Lionsgate Is Developing a Bob Dylan-Inspired Drama for Amazon"""
2040,April 16 2016, NATHANIEL POPPER and MICHAEL CORKERY," ""Regulations  Enforce a Diet  For Citigroup"""
2041,April 16 2016, JAD MOUAWAD," ""Norwegian Airline Wins Initial Approval for Flights to United States"""
2042,April 16 2016, LESLIE PICKER," ""Jose Cuervo  Said Ready  to Go Public"""
2043,April 16 2016, DIANE CARDWELL," ""SunEdison, Undone by Ambition, Prepares for Bankruptcy"""
2044,April 16 2016, MICHAEL M. GRYNBAUM," ""Fox Announces Date for Megyn Kelly’s Broadcast Special"""
2045,April 16 2016, ANTONY CURRIE," ""Citigroup Chief Faces a Predicament, Despite Recent Victory"""
2046,April 16 2016, NEIL GOUGH," ""A Strain on China’s Lenders"""
2047,April 16 2016, THE ASSOCIATED PRESS," ""Small Losses as Oil Declines in Otherwise Strong Week"""
2048,April 16 2016, LESLIE PICKER," ""BATS Shares Climb in I.P.O., Marking Year’s Biggest Deal"""
2049,April 16 2016, MICHAEL CORKERY," ""Citigroup’s Profit Plummets, but Beats Expectations"""
2050,April 16 2016, STEPHEN CASTLE," ""5 E.U. Countries to Share Data in Tax Evasion Fight"""
2051,April 16 2016, CHAD BRAY," ""Mitel Networks Agrees to Buy Polycom for $1.8 Billion"""
2052,April 15 2016, NEIL GOUGH," ""China’s First-Quarter Growth Rate Slows as Expected"""
2053,April 15 2016, WILLIAM GRIMES," ""Fred Hayman, Whose Giorgio Boutique Led Gilding of Rodeo Drive, Dies at 90"""
2054,April 15 2016, VINDU GOEL and MICHAEL J. de la MERCED," ""Yahoo’s Suitors Are in the Dark About Financial Details"""
2055,April 17 2016, ALEXANDRA STEVENSON and MATTHEW GOLDSTEIN," ""Wall St. Veterans Are Betting on Low-Income Homebuyers"""
2056,April 17 2016, MARY WILLIAMS WALSH," ""Richard K. Ransom, 96,  Founder of Hickory Farms"""
2057,April 17 2016, ALESSANDRA STANLEY," ""A Billionaire With a Davos of His Own"""
2058,April 17 2016, CONOR DOUGHERTY," ""Build, Baby, Build"""
2059,April 16 2016, NICOLA CLARK," ""E.U. Prepares to Loosen Restrictions on Iranian Air Carriers"""
2060,April 16 2016, ERIC LICHTBLAU," ""Apple Again Resists Call  to Help in New York Case"""
2061,April 16 2016, LESLIE PICKER," ""J. D. Power to Be Sold"""
2062,April 16 2016, EMILY STEEL and SYDNEY EMBER," ""Redstone’s Total Pay From CBS Plummeted Last Year"""
2063,April 16 2016, BEN SISARIO and JOHN KOBLIN," ""Lionsgate Is Developing a Bob Dylan-Inspired Drama for Amazon"""
2064,April 16 2016, NATHANIEL POPPER and MICHAEL CORKERY," ""Regulations  Enforce a Diet  For Citigroup"""
2065,April 16 2016, JAD MOUAWAD," ""Norwegian Airline Wins Initial Approval for Flights to United States"""
2066,April 16 2016, LESLIE PICKER," ""Jose Cuervo  Said Ready  to Go Public"""
2067,April 16 2016, DIANE CARDWELL," ""SunEdison, Undone by Ambition, Prepares for Bankruptcy"""
2068,April 16 2016, MICHAEL M. GRYNBAUM," ""Fox Announces Date for Megyn Kelly’s Broadcast Special"""
2069,April 16 2016, ANTONY CURRIE," ""Citigroup Chief Faces a Predicament, Despite Recent Victory"""
2070,April 17 2016, DAVID GELLES," ""Single-Serve Coffee Gets Greener, but Barely"""
2071,April 16 2016, NEIL GOUGH," ""A Strain on China’s Lenders"""
2072,April 16 2016, THE ASSOCIATED PRESS," ""Small Losses as Oil Declines in Otherwise Strong Week"""
2073,April 16 2016, LESLIE PICKER," ""BATS Shares Climb in I.P.O., Marking Year’s Biggest Deal"""
2074,April 17 2016, ADAM BRYANT," ""Bored by ‘Yes,’ Inspired by ‘No’"""
2075,April 18 2016, JIM RUTENBERG," ""For News Outlets  Feeling the Squeeze,  It’s Bend or Bust"""
2076,April 17 2016, ALEXANDRA STEVENSON and MATTHEW GOLDSTEIN," ""Wall St. Veterans Are Betting on Low-Income Homebuyers"""
2077,April 18 2016, NICK WINGFIELD," ""Amazon Opens Prime to Monthly Subscriptions in Move to Challenge Netflix"""
2078,April 18 2016, ALINA TUGEND," ""Seventh Generation Makes Earth-Friendly Funny Business"""
2079,April 18 2016, LANDON THOMAS Jr," ""Rising Signs of Strife as Parties Quarrel Over Greek Debt Restructuring"""
2080,April 18 2016, JOHN HERRMAN," ""Faltering Ad Revenue and Traffic Bring Uncertainty to Online News"""
2081,April 18 2016, THE NEW YORK TIMES," ""Apple to Testify Again,  and VW Due Date Nears"""
2082,April 18 2016,," ""Treasury Auctions Set for This Week"""
2083,April 18 2016, STANLEY REED and ANDREW E. KRAMER," ""Oil Nations  Fail to Agree on a Freeze in Output"""
2084,April 18 2016, BROOKS BARNES," ""Disney’s Savvy Stoking of ‘The Jungle Book’ Fire"""
2085,April 17 2016, MARY WILLIAMS WALSH," ""Richard K. Ransom, 96,  Founder of Hickory Farms"""
2086,April 17 2016, ALESSANDRA STANLEY," ""A Billionaire With a Davos of His Own"""
2087,April 17 2016, CONOR DOUGHERTY," ""Build, Baby, Build"""
2088,April 17 2016, DAVID GELLES," ""Single-Serve Coffee Gets Greener, but Barely"""
2089,April 17 2016, ADAM BRYANT," ""Bored by ‘Yes,’ Inspired by ‘No’"""
2090,April 17 2016, GRETCHEN MORGENSON," ""Wet Noodle Where a Stick Ought to Be"""
2091,April 19 2016, JOHN MARKOFF," ""Bill Campbell, Coach to Technology Stars (Often for No Compensation), Dies at 75"""
2092,April 19 2016, LESLIE PICKER," ""Already Troubled Pipeline Deal Gets Hung Up on Basic Provision"""
2093,April 19 2016, REED ABELSON and ANDREW POLLACK," ""Theranos Now Subject of Criminal Investigation"""
2094,April 19 2016, EMILY STEEL," ""A Forecast for Growth by Netflix Disappoints"""
2095,April 19 2016, SYDNEY EMBER," ""Madison Ave., Selling Itself"""
2096,April 19 2016, MIKE McPHATE," ""Alissa Rubin, 2016 Pulitzer Winner, Reports From the Front Lines"""
2097,April 19 2016, MICHAEL M. GRYNBAUM," ""A.P. Wins Pulitzer for Public Service; ‘Hamilton’ Is Awarded Drama Prize"""
2098,April 19 2016, JONATHAN GILBERT," ""Argentina Returns to Bond Markets"""
2099,April 19 2016, RANDALL SMITH," ""As More Companies Invest in Start-Ups, Soft Market Poses a Test"""
2100,April 19 2016, ANTONY CURRIE," ""Morgan Stanley’s Weak Quarter Bodes Poorly for Full Year"""
2101,April 19 2016, THE ASSOCIATED PRESS," ""Rally by Energy Shares Helps Dow Top 18,000"""
2102,April 19 2016, PETER J. HENNING," ""When Lies Are Allowed in a Business Deal"""
2103,April 19 2016, NEIL GOUGH," ""Real Estate in China Is Reviving After Lull"""
2104,April 19 2016, KEITH BRADSHER," ""Union Seeks Higher Tariffs on U.S. Aluminum Imports"""
2105,April 19 2016, MARTHA C. WHITE," ""Hate the Middle Seat? Avoiding It Now Costs Extra"""
2106,April 19 2016, JAD MOUAWAD," ""Uncertainty  Back for Oil; Saudi Hints at Price War"""
2107,April 18 2016, JIM RUTENBERG," ""For News Outlets  Feeling the Squeeze,  It’s Bend or Bust"""
2108,April 18 2016, NICK WINGFIELD," ""Amazon Opens Prime to Monthly Subscriptions in Move to Challenge Netflix"""
2109,April 18 2016, ALINA TUGEND," ""Seventh Generation Makes Earth-Friendly Funny Business"""
2110,April 18 2016, LANDON THOMAS Jr," ""Rising Signs of Strife as Parties Quarrel Over Greek Debt Restructuring"""
2111,April 20 2016, STACY COWLEY," ""Bank Fees a Hidden Cost  of Obtaining Payday Debt"""
2112,April 20 2016, BINYAMIN APPELBAUM," ""Saudi Threat to Sell U.S. Assets  Could Cause Saudis Most Pain"""
2113,April 20 2016, STEVEN DAVIDOFF SOLOMON," ""S.E.C. in Stasis as Democrats Hold Up Obama Nominees"""
2114,April 20 2016, RACHEL ABRAMS," ""Visa Speeds Up Chip Cards With a Software Upgrade"""
2115,April 20 2016, JOHN KOBLIN," ""After 4 Years ‘Live’ With Ripa, Strahan Is Heading to ‘G.M.A.’"""
2116,April 20 2016, DOMINIC ELLIOTT," ""Financial Tech Debaters Should Look at Rapid Money Movement"""
2117,April 20 2016, REED ABELSON," ""UnitedHealth Set to Exit Most States’ Exchanges"""
2118,April 20 2016, KATE GALBRAITH," ""The Role of a Lifetime"""
2119,April 20 2016, THE ASSOCIATED PRESS," ""Markets Edge Higher on Strength of Earnings and Oil"""
2120,April 20 2016, NATHANIEL POPPER," ""Hard Quarter Has Goldman Defending Its Strategy"""
2121,April 20 2016, EDUARDO PORTER," ""Climate Change Bias, but on Both Sides"""
2122,April 20 2016, CHAD BRAY," ""Banca Popolare di Vicenza Sets Price Range for I.P.O."""
2123,April 20 2016, CHAD BRAY," ""Anheuser-Busch InBev Accepts Asahi’s Offer for Peroni and Grolsch"""
2124,April 20 2016, VANESSA FRIEDMAN," ""Yoox Net-a-Porter Sells Stake to Middle East Retail Giant"""
2125,April 19 2016, JOHN MARKOFF," ""Bill Campbell, Coach to Technology Stars (Often for No Compensation), Dies at 75"""
2126,April 19 2016, LESLIE PICKER," ""Already Troubled Pipeline Deal Gets Hung Up on Basic Provision"""
2127,April 19 2016, REED ABELSON and ANDREW POLLACK," ""Theranos Now Subject of Criminal Investigation"""
2128,April 19 2016, EMILY STEEL," ""A Forecast for Growth by Netflix Disappoints"""
2129,April 19 2016, SYDNEY EMBER," ""Madison Ave., Selling Itself"""
2130,April 19 2016, MIKE McPHATE," ""Alissa Rubin, 2016 Pulitzer Winner, Reports From the Front Lines"""
2131,April 21 2016, JOHN KOBLIN," ""Ripa’s Absence From ‘Live’  Points to Rancor at ABC"""
2132,April 21 2016, JACK EWING," ""Volkswagen Deal on Emissions Cheating in U.S. Is Expected"""
