date,press,headline
1899,November 09 2016, PETER J. HENNING," ""How Trump’s Presidency Will Change the Justice Dept. and S.E.C."""
1900,November 09 2016, EMILY STEEL," ""Viacom’s Earnings Plummet After Battle for Control"""
1901,November 09 2016, ELINOR COMLAY," ""Mexican Peso Sinks as Donald Trump Secures Victory"""
1902,November 09 2016, AMIE TSANG," ""Morning Agenda: Trump Triumphs and Global Markets Plummet"""
1903,November 09 2016, JIM RUTENBERG," ""News Media Again Misreads Complex Pulse of the Nation"""
1904,November 09 2016, MICHAEL M. GRYNBAUM," ""As Race Tightened, News Anchors Seemed as Stunned as Anyone"""
1905,November 09 2016, LANDON THOMAS Jr," ""Initially Shaken, Shares Recover"""
1906,November 09 2016, ALEXANDRA ALTER," ""Rocky Start for VoteCastr, a Tech Start-Up Promising Real-Time Data"""
1907,November 09 2016, GEETA ANAND and HARI KUMAR," ""India Bans Most Valued Rupee Notes for Now"""
1908,November 08 2016, JOHN HERRMAN and SAPNA MAHESHWARI," ""How the Pro-Trump Media Covered Election Day"""
1909,November 08 2016, DEALBOOK," ""What the Election Could Mean for the Markets"""
1910,November 08 2016, ROBERT CYRAN," ""Valeant’s Struggles Are a Bad Omen for the Entire Industry"""
1911,November 08 2016, JOHN HERRMAN," ""An Election Ill Timed for Media in Transition"""
1912,November 08 2016, STEVEN DAVIDOFF SOLOMON," ""Silicon Valley’s Visionary Style Puts a High Gloss on Tesla’s Bid for SolarCity"""
1913,November 08 2016, THE ASSOCIATED PRESS," ""Wall St. in a Buying Mood on Election Day"""
1914,November 10 2016, KEITH BRADSHER," ""A Well-Armed Trade War"""
1915,November 10 2016, JENNIFER SABA," ""Yahoo’s Breach Gives Verizon Leverage in Deal Talks"""
1916,November 10 2016, ELIZABETH OLSON," ""East Coast Law Firms in a Deal to Merge"""
1917,November 10 2016, JAMES B. STEWART," ""For Now,  Investors  Go Back  to Buying"""
1918,November 10 2016, STEVEN DAVIDOFF SOLOMON," ""Trump’s Policies May Bring Fresh Wave of Deals"""
1919,November 10 2016,," ""A Post-Election World"""
1920,November 10 2016, PAUL MOZUR," ""Alibaba, Facing Increased Scrutiny, Confronts Slowdown on Singles Day"""
1921,November 10 2016, AMIE TSANG," ""Morning Agenda: After Trump’s Election, What Next?"""
1922,November 10 2016, MICHAEL J. de la MERCED and CECILIA KANG," ""Future of Big Mergers Under President Trump? It’s Unclear"""
1923,November 10 2016, ALEXANDRA STEVENSON and MATTHEW GOLDSTEIN," ""For Hedge Fund Investors, Calm Uncertainty Over Trump’s Direction"""
1924,November 10 2016, THE ASSOCIATED PRESS," ""Wall Street Largely Sustains Its Winning Streak"""
1925,November 10 2016, JIM RUTENBERG," ""News Outlets  Wonder Where  They Stumbled"""
1926,November 10 2016, MICHAEL M. GRYNBAUM," ""Election Ratings Are Second-Highest in Broadcast History"""
1927,November 10 2016, MICHAEL CORKERY," ""In Trump’s Cross Hairs: Federal Regulations"""
1928,November 10 2016, PETER S. GOODMAN," ""Populist Fury May Backfire"""
1929,November 09 2016, DANIEL VICTOR," ""Trump’s Victory, on Front Pages Worldwide"""
1930,November 09 2016, BINYAMIN APPELBAUM," ""Trump’s Victory Could Prompt Fed to Raise Interest Rates More Quickly"""
1931,November 09 2016, LESLIE PICKER," ""Partner Class at Goldman Sachs Includes Largest Percentage of Women"""
1932,November 09 2016, JULIE WEED," ""Marijuana Company Readies to Cross State Lines, as Legally as Possible"""
1933,November 09 2016, ANTONY CURRIE and DOMINIC ELLIOTT," ""What Trump’s Victory Might Mean for Banks"""
1934,November 11 2016, SAM ROBERTS," ""Aileen Mehle, Grand Dame of Gossip Who Was Known as Suzy, Dies at 98"""
1935,November 11 2016, SAPNA MAHESHWARI and MIKE ISAAC," ""Facebook Limits Ads Targeted by Race"""
1936,November 11 2016, CHRISTINE HAUSER," ""American Companies Tailor Responses to Trump Election"""
1937,November 11 2016, JENNIFER SABA," ""Donald Trump Could Move From Deal Maker to Deal Slayer"""
1938,November 11 2016, ROBERT D. McFADDEN," ""Clarence M. Ditlow III, 72, Crusader for Auto Safety Who Forced Big Recalls"""
1939,November 11 2016, GRETCHEN MORGENSON," ""The Impunity  That Main St. Didn’t Forget"""
1940,November 11 2016, MICHAEL M. GRYNBAUM," ""Observer Is Ending Its Edition for Print"""
1941,November 11 2016, THE ASSOCIATED PRESS," ""Investors Embrace Trump to Send Indexes Higher"""
1942,November 11 2016, JONATHAN SOBLE," ""Foundering at Home, Japan’s Nuclear Industry Finds a Lifeline in India"""
1943,November 11 2016, JACKIE CALMES," ""What Is Lost by Killing the Trans-Pacific Partnership?"""
1944,November 11 2016, ADAM BRYANT," ""At the Top, You Get to Set the Tone"""
1945,November 11 2016, AMIE TSANG," ""Morning Agenda: A Fresh Wave of Deals Ahead"""
1946,November 11 2016, REED ABELSON," ""Trump Signals Shifting Views of Health Law"""
1947,November 11 2016, REUTERS," ""Disney Vows New Growth, and Its Shares Shoot Up"""
1948,November 11 2016, JOHN HERRMAN," ""As Presidential Campaign Demonstrated, All Media Is Alternative Online"""
1949,November 10 2016, KEITH BRADSHER," ""A Well-Armed Trade War"""
1950,November 10 2016, JENNIFER SABA," ""Yahoo’s Breach Gives Verizon Leverage in Deal Talks"""
1951,November 10 2016, ELIZABETH OLSON," ""East Coast Law Firms in a Deal to Merge"""
1952,November 10 2016, JAMES B. STEWART," ""For Now,  Investors  Go Back  to Buying"""
1953,November 10 2016, STEVEN DAVIDOFF SOLOMON," ""Trump’s Policies May Bring Fresh Wave of Deals"""
1954,November 12 2016,," ""Letters"""
1955,November 12 2016,," ""Letters"""
1956,November 12 2016,," ""Letters"""
1957,November 12 2016, PATRICIA COHEN," ""Trump and Congress Both Want Tax Cuts. The Question Is Which Ones."""
1958,November 12 2016, STEVE LOHR," ""Where Phones Are Lifelines, Start-Ups Spy Opportunities"""
1959,November 12 2016, STEVE LOHR," ""Your Trusty Cellphone Number: 10-Digit Code to Trove of Secrets"""
1960,November 12 2016, JACK EWING," ""New Type of Emissions Cheating Is Cited in Audis"""
1961,November 12 2016, BINYAMIN APPELBAUM," ""The Fed Gets Ready for a Reckoning"""
1962,November 12 2016, NELSON D. SCHWARTZ," ""Can Trump Save Their Jobs?"""
1963,November 12 2016, SAM ROBERTS," ""Cella Irvine, 59, Leader of About.com"""
1964,November 12 2016, MICHAEL M. GRYNBAUM," ""Trump Insider Quits His Job  as an Analyst for CNN"""
1965,November 12 2016, JOHN KOBLIN," ""Anchor Illuminates Fox Inquiry of Ailes"""
1966,November 11 2016, SAM ROBERTS," ""Aileen Mehle, Grand Dame of Gossip Who Was Known as Suzy, Dies at 98"""
1967,November 11 2016, SAPNA MAHESHWARI and MIKE ISAAC," ""Facebook Limits Ads Targeted by Race"""
1968,November 11 2016, CHRISTINE HAUSER," ""American Companies Tailor Responses to Trump Election"""
1969,November 11 2016, JENNIFER SABA," ""Donald Trump Could Move From Deal Maker to Deal Slayer"""
1970,November 11 2016, ROBERT D. McFADDEN," ""Clarence M. Ditlow III, 72, Crusader for Auto Safety Who Forced Big Recalls"""
1971,November 11 2016, GRETCHEN MORGENSON," ""The Impunity  That Main St. Didn’t Forget"""
1972,November 11 2016, MICHAEL M. GRYNBAUM," ""Observer Is Ending Its Edition for Print"""
1973,November 13 2016, ZACH SCHONBRUN," ""Paul Newman Who? A Company Shifts to Reach Millennials"""
1974,November 13 2016,," ""U.S. Treasury Auctions to Be Held the Week of Nov. 14"""
1975,November 13 2016, REUTERS," ""$3.4 Billion Settlement in Toyota Rust Case"""
1976,November 12 2016,," ""Letters"""
1977,November 12 2016,," ""Letters"""
1978,November 12 2016,," ""Letters"""
1979,November 12 2016, PATRICIA COHEN," ""Trump and Congress Both Want Tax Cuts. The Question Is Which Ones."""
1980,November 12 2016, STEVE LOHR," ""Where Phones Are Lifelines, Start-Ups Spy Opportunities"""
1981,November 12 2016, STEVE LOHR," ""Your Trusty Cellphone Number: 10-Digit Code to Trove of Secrets"""
1982,November 12 2016, JACK EWING," ""New Type of Emissions Cheating Is Cited in Audis"""
1983,November 12 2016, BINYAMIN APPELBAUM," ""The Fed Gets Ready for a Reckoning"""
1984,November 12 2016, NELSON D. SCHWARTZ," ""Can Trump Save Their Jobs?"""
1985,November 12 2016, SAM ROBERTS," ""Cella Irvine, 59, Leader of About.com"""
1986,November 12 2016, MICHAEL M. GRYNBAUM," ""Trump Insider Quits His Job  as an Analyst for CNN"""
1987,November 12 2016, JOHN KOBLIN," ""Anchor Illuminates Fox Inquiry of Ailes"""
1988,November 14 2016, HIROKO TABUCHI," ""Climate Protection Advocates Fear a Rollback of Emissions Standards"""
1989,November 14 2016, ELIZABETH OLSON," ""The Long Term"""
1990,November 14 2016, BEN PROTESS and ALEXANDRA STEVENSON," ""S.E.C. Chief  Among First to Plan Exit"""
1991,November 14 2016, MICHAEL J. de la MERCED," ""Uncharted Path"""
1992,November 14 2016, ALEXANDRA STEVENSON," ""Rise of Computers"""
1993,November 14 2016, REED ABELSON," ""Politics, Payments and Quality"""
1994,November 14 2016, MATTHEW GOLDSTEIN," ""Unpopular Plan"""
1995,November 14 2016, KEVIN ALLISON," ""Samsung Takes Sensible Course in Bid for Harman International"""
1996,November 14 2016, ALEXANDRA STEVENSON and MATTHEW GOLDSTEIN," ""Federal Monitor Examines Home Sales"""
1997,November 14 2016, NATHANIEL POPPER," ""Finding a Home for Fintech"""
1998,November 14 2016, LANDON THOMAS Jr," ""The Concerned Billionaire"""
1999,November 14 2016, PETER S. GOODMAN," ""Cloudy Forecast"""
2000,November 14 2016, SAM ROBERTS," ""Gwen Ifill, Groundbreaking Reporter, Dies at 61"""
2001,November 14 2016, PETER J. HENNING," ""Martin Shkreli May Point the Finger at His Lawyers"""
2002,November 14 2016, STEPHEN J. LUBBEN," ""Trump’s Presidency Raises Questions on the Future of Wall St. Regulation"""
2003,November 14 2016, MATT KRUPNICK," ""Conventions Add Charity to Golf and Speeches"""
2004,November 14 2016, SAPNA MAHESHWARI," ""After Surprising Election Outcome, Marketers Rethink Approach to Consumers"""
2005,November 14 2016, BROOKS BARNES," ""Where Few Networks Have Gone Before"""
2006,November 14 2016, THE ASSOCIATED PRESS," ""Wall St. Closes Mixed as Interest Rates Tick Up"""
2007,November 14 2016, MICHAEL J. de la MERCED," ""Perella Weinberg, Seeking Growth, Acquires a Rival Bank"""
2008,November 15 2016, SUI-LEE WEE," ""In China, Trump’s Name Appears on a Commode"""
2009,November 15 2016, LIZ MOYER," ""Wrong Turn"""
2010,November 15 2016, DANIEL VICTOR," ""To Compete With Budget Carriers, United Offers Cheaper Fare, at the Cost of a Carry-On"""
2011,November 15 2016, STEPHANIE STROM," ""Is It Organic? Ground Rules May Be Changing"""
2012,November 15 2016, DAVID GELLES," ""A Drive for Transparency"""
2013,November 15 2016, MICHAEL J. de la MERCED and KATIE BENNER," ""Snapchat Parent Files for Offering of Its Stock"""
2014,November 15 2016, JOHN KOBLIN," ""AMC Networks Takes Minority Stake in Funny or Die"""
2015,November 15 2016, RACHEL ABRAMS," ""In Latest Retail Evolution, More Stores Are Closing on Thanksgiving"""
2016,November 15 2016, KEVIN ALLISON," ""Warren Buffett, in a Switch, Warms to Airline Industry"""
2017,November 15 2016, THE ASSOCIATED PRESS," ""Rising Oil Prices Lead to Market Gains"""
2018,November 15 2016, EDUARDO PORTER," ""Trump’s Populist Blueprint Runs Up Against Some Hard Truths"""
2019,November 15 2016, AMIE TSANG," ""Morning Agenda: Government Bonds, Mary Jo White, Seller-Financed Home Contracts"""
2020,November 15 2016, NEAL E. BOUDETTE," ""Snap Out of It! The Dark Side of Car Gadgetry"""
2021,November 15 2016, ANDREW ROSS SORKIN," ""A New Game"""
2022,November 15 2016, STACY COWLEY," ""Indiegogo Opens New Market for Investors: Start-Ups"""
2023,November 15 2016, MICHAEL J. de la MERCED," ""Nasdaq Names a New Chief Executive: Adena Friedman"""
2024,November 15 2016, LANDON THOMAS Jr," ""A Bond Sell-Off, and a Rush on Stocks, as Investors Anticipate Trump’s Presidency"""
2025,November 15 2016, BROOKS BARNES," ""Bound for TV, Marvel Series To Stop First In Theaters"""
2026,November 14 2016, HIROKO TABUCHI," ""Climate Protection Advocates Fear a Rollback of Emissions Standards"""
2027,November 14 2016, ELIZABETH OLSON," ""The Long Term"""
2028,November 16 2016, NATHANIEL POPPER," ""Ex-Lending Club Chief Is Starting New Site"""
2029,November 16 2016, VICTORIA FINKLE," ""House Foe of Dodd-Frank Says Overhaul Will Face Test in Senate"""
2030,November 16 2016, HIROKO TABUCHI," ""U.S. Companies Urge Trump to Uphold Climate Deal"""
2031,November 16 2016, ANTONY CURRIE," ""Evercore’s ‘Good’ Problem of Adding John Weinberg to the Board"""
2032,November 16 2016, JANET MORRISSEY," ""When Starting a Business, It Can Be Risky to Ignore Potential Liabilities"""
2033,November 16 2016, THE ASSOCIATED PRESS," ""Banks Reverse a Trend, but Retailers Notch Gains"""
2034,November 16 2016, AMIE TSANG," ""Morning Agenda: Snap Listing, Ackman’s Fortune, Ex-Goldman Executive Joins Evercore"""
2035,November 16 2016, MICHAEL J. de la MERCED," ""Ex-Executive at Goldman  Takes a Seat at Evercore"""
2036,November 16 2016, SAPNA MAHESHWARI," ""Words About Trump Land  New Balance in Hot Water"""
2037,November 16 2016, JIM RUTENBERG," ""A Fox News Anchor Crosses the Powerful and Emerges as a Brighter Star"""
2038,November 16 2016, ALEXANDRA STEVENSON and MATTHEW GOLDSTEIN," ""Two Years Down, but Far From Out"""
2039,November 16 2016, STEVEN DAVIDOFF SOLOMON," ""TransPerfect Is Threatened by Owners’ Petulance"""
2040,November 16 2016, DANIEL POLITI," ""Viacom in Deal to Buy Argentine Broadcast Network"""
2041,November 16 2016, STACY COWLEY," ""Stroke of a Pen Could Dash Regulations"""
2042,November 15 2016, SUI-LEE WEE," ""In China, Trump’s Name Appears on a Commode"""
2043,November 15 2016, LIZ MOYER," ""Wrong Turn"""
2044,November 15 2016, DANIEL VICTOR," ""To Compete With Budget Carriers, United Offers Cheaper Fare, at the Cost of a Carry-On"""
2045,November 15 2016, STEPHANIE STROM," ""Is It Organic? Ground Rules May Be Changing"""
2046,November 15 2016, DAVID GELLES," ""A Drive for Transparency"""
2047,November 15 2016, MICHAEL J. de la MERCED and KATIE BENNER," ""Snapchat Parent Files for Offering of Its Stock"""
2048,November 17 2016, SYDNEY EMBER," ""Bloomberg to End Show on Politics in Revamping"""
2049,November 17 2016, MICHAEL J. de la MERCED," ""Shareholders  O.K. Merger of SolarCity  and Tesla"""
2050,November 17 2016, STANLEY REED," ""With the Tides,  Hope for Renewal"""
2051,November 17 2016, JENNIFER SABA," ""Target’s Turnaround Still Faces Challenges"""
2052,November 17 2016, BEN PROTESS and ALEXANDRA STEVENSON," ""For Using Jobs to Entice China’s Elite, Chase Agrees to Pay a $264 Million Penalty"""
2053,November 17 2016, KATIE THOMAS and MATTHEW GOLDSTEIN," ""Charges in Drug Industry Kickbacks Case"""
2054,November 17 2016, JAMES B. STEWART," ""Trump-Size Idea for a New President: Build Stuff"""
2055,November 17 2016, THE ASSOCIATED PRESS," ""Banks, Retailers and Fed Plans Lead Markets Higher"""
2056,November 17 2016, BINYAMIN APPELBAUM," ""Yellen Says Election Has Not Affected Interest Rate Plan"""
2057,November 17 2016, SEI CHONG," ""Morning Agenda: JPMorgan Said to Settle Bribery Case, Ending ‘Too Big to Fail,’ Goldman’s Pitch to the Masses"""
2058,November 17 2016, EDWARD WONG," ""Lawmakers Urge Closer Oversight of China’s Deal Making"""
2059,November 17 2016, ALEXANDRA ALTER," ""A Heavy Heart May Have Caused Pluto to Turn Its Back, Studies Find"""
2060,November 17 2016, BEN PROTESS and JESSICA SILVER-GREENBERG," ""JPMorgan Said to Settle in Chinese Bribery Case"""
2061,November 17 2016, MICHAEL M. GRYNBAUM," ""Presidential Press Pool May Be a Ritual Under Threat"""
2062,November 17 2016, MICHAEL CORKERY," ""Federal Reserve Executive Proposes a Way to Eliminate ‘Too Big to Fail’ Banks"""
2063,November 17 2016, REUTERS," ""Glaxo Sued by 2 Jailed in China"""
2064,November 17 2016, RANDALL SMITH," ""Goldman, Bank to Elite, Makes Pitch to the Masses"""
2065,November 17 2016, ZACH WICHTER," ""Theodore F. Twardzik, 89, Founder of Mrs. T’s Pierogies"""
2066,November 17 2016, SAM ROBERTS," ""Howard Ruff, an Economist With Quirks, Is Dead at 85"""
2067,November 17 2016, DAVID GELLES," ""Ruth Baron Ziff, 92; Brought Insight to Ads"""
2068,November 18 2016, NATHANIEL POPPER," ""I.R.S. Seeks Tax Evaders Who Trade in Bitcoin"""
2069,November 18 2016, KEVIN ALLISON and ANTONY CURRIE," ""Elon Musk Faces Epic Juggling Act After Tesla-SolarCity Deal"""
2070,November 18 2016, NEAL E. BOUDETTE," ""Trump Claims Victory  Over Ford Production Plan"""
2071,November 18 2016, WILLIAM D. COHAN," ""Ackman Admits Mistake, but Chipotle Bet Could Be Another"""
2072,November 18 2016, GRETCHEN MORGENSON," ""No Shareholders? Drivers Won’t Mind"""
2073,November 18 2016, THE ASSOCIATED PRESS," ""Wall St. Closes Down, Hurt by Drug Makers and Retail"""
2074,November 18 2016, CHRISTOPHER MELE," ""Saving Money (and Hassles) on Black Friday"""
2075,November 18 2016, ADAM BRYANT," ""Humility Is the Mother of Invention"""
2076,November 18 2016, SEI CHONG," ""Morning Agenda: Drug Kickback Charges, Unqualified Princelings, Tesla-SolarCity Vote"""
2077,November 18 2016, JACK EWING," ""Volkswagen Plans Sharp Job Cuts as It Tries to Keep Up With Toyota"""
2078,November 18 2016, STEPHANIE STROM," ""At McDonald’s, Order on Screen, Wait at Table"""
2079,November 17 2016, SYDNEY EMBER," ""Bloomberg to End Show on Politics in Revamping"""
2080,November 17 2016, MICHAEL J. de la MERCED," ""Shareholders  O.K. Merger of SolarCity  and Tesla"""
2081,November 17 2016, STANLEY REED," ""With the Tides,  Hope for Renewal"""
2082,November 17 2016, JENNIFER SABA," ""Target’s Turnaround Still Faces Challenges"""
2083,November 17 2016, BEN PROTESS and ALEXANDRA STEVENSON," ""For Using Jobs to Entice China’s Elite, Chase Agrees to Pay a $264 Million Penalty"""
2084,November 17 2016, KATIE THOMAS and MATTHEW GOLDSTEIN," ""Charges in Drug Industry Kickbacks Case"""
2085,November 17 2016, JAMES B. STEWART," ""Trump-Size Idea for a New President: Build Stuff"""
2086,November 17 2016, THE ASSOCIATED PRESS," ""Banks, Retailers and Fed Plans Lead Markets Higher"""
